"indexDesignation","relOTR","maturity","contractId","expiryDate","coupon","recovery","strike","strike_in_spread_format","impliedVol","spread","logM","optionType","expiry","expiryMonth"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-60-P",2024-06-19,100,0.4,0.006,0.006,0.709564311077705,0.005084,0.165661115900847,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-62.5-P",2024-06-19,100,0.4,0.00625,0.00625,0.763712459948074,0.005084,0.206483110421103,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-65-P",2024-06-19,100,0.4,0.0065,0.0065,0.812891521014123,0.005084,0.245703823574384,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-67.5-P",2024-06-19,100,0.4,0.00675,0.00675,0.857861878146376,0.005084,0.283444151557231,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-70-P",2024-06-19,100,0.4,0.007,0.007,0.899256276368799,0.005084,0.319811795728106,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-72.5-P",2024-06-19,100,0.4,0.00725,0.00725,0.937586089663623,0.005084,0.354903115539376,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUN24-75-P",2024-06-19,100,0.4,0.0075,0.0075,0.973264169682415,0.005084,0.388804667215057,1,1,"1M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-40-R",2024-07-17,100,0.4,0.004,0.004,0.381061665240272,0.005084,-0.239803992207317,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-42.5-R",2024-07-17,100,0.4,0.00425,0.00425,0.35686673834501,0.005084,-0.179179370390882,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-45-R",2024-07-17,100,0.4,0.0045,0.0045,0.339750012799954,0.005084,-0.122020956550934,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-47.5-R",2024-07-17,100,0.4,0.00475,0.00475,0.33900754286323,0.005084,-0.0679537352806577,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-50-R",2024-07-17,100,0.4,0.005,0.005,0.363930587459331,0.005084,-0.0166604408931072,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-52.5-R",2024-07-17,100,0.4,0.00525,0.00525,0.406024193978749,0.005084,0.0321297232763248,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-55-R",2024-07-17,100,0.4,0.0055,0.0055,0.451233034882034,0.005084,0.0786497389112176,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-57.5-R",2024-07-17,100,0.4,0.00575,0.00575,0.493988885624098,0.005084,0.123101501482052,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-60-R",2024-07-17,100,0.4,0.006,0.006,0.533199155454269,0.005084,0.165661115900847,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-62.5-R",2024-07-17,100,0.4,0.00625,0.00625,0.569002947331659,0.005084,0.206483110421103,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-65-R",2024-07-17,100,0.4,0.0065,0.0065,0.601797084987234,0.005084,0.245703823574384,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-67.5-R",2024-07-17,100,0.4,0.00675,0.00675,0.631984985044149,0.005084,0.283444151557231,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-70-R",2024-07-17,100,0.4,0.007,0.007,0.659919006591536,0.005084,0.319811795728106,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-72.5-R",2024-07-17,100,0.4,0.00725,0.00725,0.685894412121799,0.005084,0.354903115539376,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-75-R",2024-07-17,100,0.4,0.0075,0.0075,0.710156222561941,0.005084,0.388804667215057,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-77.5-R",2024-07-17,100,0.4,0.00775,0.00775,0.732908099812152,0.005084,0.421594490038048,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-80-R",2024-07-17,100,0.4,0.008,0.008,0.754320343767773,0.005084,0.453343188352628,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-100-R",2024-07-17,100,0.4,0.01,0.01,0.890926462891797,0.005084,0.676486739666838,-1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-40-P",2024-07-17,100,0.4,0.004,0.004,0.381061665240272,0.005084,-0.239803992207317,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-42.5-P",2024-07-17,100,0.4,0.00425,0.00425,0.35686673834501,0.005084,-0.179179370390882,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-45-P",2024-07-17,100,0.4,0.0045,0.0045,0.339750012799954,0.005084,-0.122020956550934,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-47.5-P",2024-07-17,100,0.4,0.00475,0.00475,0.33900754286323,0.005084,-0.0679537352806577,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-50-P",2024-07-17,100,0.4,0.005,0.005,0.363930587459331,0.005084,-0.0166604408931072,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-52.5-P",2024-07-17,100,0.4,0.00525,0.00525,0.406024193978749,0.005084,0.0321297232763248,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-55-P",2024-07-17,100,0.4,0.0055,0.0055,0.451233034882034,0.005084,0.0786497389112176,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-57.5-P",2024-07-17,100,0.4,0.00575,0.00575,0.493988885624098,0.005084,0.123101501482052,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-60-P",2024-07-17,100,0.4,0.006,0.006,0.533199155454269,0.005084,0.165661115900847,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-62.5-P",2024-07-17,100,0.4,0.00625,0.00625,0.569002947331659,0.005084,0.206483110421103,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-65-P",2024-07-17,100,0.4,0.0065,0.0065,0.601797084987234,0.005084,0.245703823574384,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-67.5-P",2024-07-17,100,0.4,0.00675,0.00675,0.631984985044149,0.005084,0.283444151557231,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-70-P",2024-07-17,100,0.4,0.007,0.007,0.659919006591536,0.005084,0.319811795728106,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-72.5-P",2024-07-17,100,0.4,0.00725,0.00725,0.685894412121799,0.005084,0.354903115539376,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-75-P",2024-07-17,100,0.4,0.0075,0.0075,0.710156222561941,0.005084,0.388804667215057,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-77.5-P",2024-07-17,100,0.4,0.00775,0.00775,0.732908099812152,0.005084,0.421594490038048,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-80-P",2024-07-17,100,0.4,0.008,0.008,0.754320343767773,0.005084,0.453343188352628,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-JUL24-100-P",2024-07-17,100,0.4,0.01,0.01,0.890926462891797,0.005084,0.676486739666838,1,2,"2M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-35-R",2024-08-21,100,0.4,0.0035,0.0035,0.406144368010395,0.005084,-0.37333538483184,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-35-P",2024-08-21,100,0.4,0.0035,0.0035,0.406144368010395,0.005084,-0.37333538483184,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-37.5-R",2024-08-21,100,0.4,0.00375,0.00375,0.385483730986806,0.005084,-0.304342513344888,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-37.5-P",2024-08-21,100,0.4,0.00375,0.00375,0.385483730986806,0.005084,-0.304342513344888,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-40-R",2024-08-21,100,0.4,0.004,0.004,0.367618696616426,0.005084,-0.239803992207317,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-40-P",2024-08-21,100,0.4,0.004,0.004,0.367618696616426,0.005084,-0.239803992207317,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-42.5-R",2024-08-21,100,0.4,0.00425,0.00425,0.35438789486952,0.005084,-0.179179370390882,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-42.5-P",2024-08-21,100,0.4,0.00425,0.00425,0.35438789486952,0.005084,-0.179179370390882,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-45-R",2024-08-21,100,0.4,0.0045,0.0045,0.348965801158862,0.005084,-0.122020956550934,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-45-P",2024-08-21,100,0.4,0.0045,0.0045,0.348965801158862,0.005084,-0.122020956550934,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-47.5-R",2024-08-21,100,0.4,0.00475,0.00475,0.354996911447256,0.005084,-0.0679537352806577,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-47.5-P",2024-08-21,100,0.4,0.00475,0.00475,0.354996911447256,0.005084,-0.0679537352806577,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-50-R",2024-08-21,100,0.4,0.005,0.005,0.372929368986317,0.005084,-0.0166604408931072,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-50-P",2024-08-21,100,0.4,0.005,0.005,0.372929368986317,0.005084,-0.0166604408931072,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-52.5-R",2024-08-21,100,0.4,0.00525,0.00525,0.398435757131285,0.005084,0.0321297232763248,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-52.5-P",2024-08-21,100,0.4,0.00525,0.00525,0.398435757131285,0.005084,0.0321297232763248,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-55-R",2024-08-21,100,0.4,0.0055,0.0055,0.426617914931452,0.005084,0.0786497389112176,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-55-P",2024-08-21,100,0.4,0.0055,0.0055,0.426617914931452,0.005084,0.0786497389112176,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-57.5-R",2024-08-21,100,0.4,0.00575,0.00575,0.454696234847013,0.005084,0.123101501482052,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-57.5-P",2024-08-21,100,0.4,0.00575,0.00575,0.454696234847013,0.005084,0.123101501482052,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-60-R",2024-08-21,100,0.4,0.006,0.006,0.481538009104546,0.005084,0.165661115900847,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-60-P",2024-08-21,100,0.4,0.006,0.006,0.481538009104546,0.005084,0.165661115900847,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-62.5-R",2024-08-21,100,0.4,0.00625,0.00625,0.506794867772838,0.005084,0.206483110421103,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-62.5-P",2024-08-21,100,0.4,0.00625,0.00625,0.506794867772838,0.005084,0.206483110421103,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-65-R",2024-08-21,100,0.4,0.0065,0.0065,0.530437741672963,0.005084,0.245703823574384,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-65-P",2024-08-21,100,0.4,0.0065,0.0065,0.530437741672963,0.005084,0.245703823574384,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-67.5-R",2024-08-21,100,0.4,0.00675,0.00675,0.552556506541712,0.005084,0.283444151557231,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-67.5-P",2024-08-21,100,0.4,0.00675,0.00675,0.552556506541712,0.005084,0.283444151557231,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-70-R",2024-08-21,100,0.4,0.007,0.007,0.573278183022738,0.005084,0.319811795728106,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-70-P",2024-08-21,100,0.4,0.007,0.007,0.573278183022738,0.005084,0.319811795728106,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-72.5-R",2024-08-21,100,0.4,0.00725,0.00725,0.592734236117805,0.005084,0.354903115539376,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-72.5-P",2024-08-21,100,0.4,0.00725,0.00725,0.592734236117805,0.005084,0.354903115539376,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-75-R",2024-08-21,100,0.4,0.0075,0.0075,0.611048124208814,0.005084,0.388804667215057,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-75-P",2024-08-21,100,0.4,0.0075,0.0075,0.611048124208814,0.005084,0.388804667215057,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-77.5-R",2024-08-21,100,0.4,0.00775,0.00775,0.628331264178677,0.005084,0.421594490038048,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-77.5-P",2024-08-21,100,0.4,0.00775,0.00775,0.628331264178677,0.005084,0.421594490038048,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-80-R",2024-08-21,100,0.4,0.008,0.008,0.644682469340071,0.005084,0.453343188352628,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-80-P",2024-08-21,100,0.4,0.008,0.008,0.644682469340071,0.005084,0.453343188352628,1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-100-R",2024-08-21,100,0.4,0.01,0.01,0.750481901118294,0.005084,0.676486739666838,-1,3,"3M"
"CDX.NA.IG",0,2029-06-20,"CDX.NA.IG-S42-V1-5Y-AUG24-100-P",2024-08-21,100,0.4,0.01,0.01,0.750481901118294,0.005084,0.676486739666838,1,3,"3M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-82.5-P",2024-06-19,100,0.4,0.00825,0.00825,0.992915972310433,0.004854,0.53041009304218,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-85-R",2024-06-19,100,0.4,0.0085,0.0085,1.01724718045596,0.004854,0.560263056191861,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-85-P",2024-06-19,100,0.4,0.0085,0.0085,1.01724718045596,0.004854,0.560263056191861,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-87.5-R",2024-06-19,100,0.4,0.00875,0.00875,1.0403358219959,0.004854,0.589250593065114,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-87.5-P",2024-06-19,100,0.4,0.00875,0.00875,1.0403358219959,0.004854,0.589250593065114,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-90-R",2024-06-19,100,0.4,0.009,0.009,1.06229905466413,0.004854,0.61742147003181,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-90-P",2024-06-19,100,0.4,0.009,0.009,1.06229905466413,0.004854,0.61742147003181,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-92.5-R",2024-06-19,100,0.4,0.00925,0.00925,1.08323807047914,0.004854,0.644820444219924,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-92.5-P",2024-06-19,100,0.4,0.00925,0.00925,1.08323807047914,0.004854,0.644820444219924,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-95-R",2024-06-19,100,0.4,0.0095,0.0095,1.10324091021744,0.004854,0.671488691302086,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-95-P",2024-06-19,100,0.4,0.0095,0.0095,1.10324091021744,0.004854,0.671488691302086,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-97.5-R",2024-06-19,100,0.4,0.00975,0.00975,1.12238467667763,0.004854,0.697464177705346,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-97.5-P",2024-06-19,100,0.4,0.00975,0.00975,1.12238467667763,0.004854,0.697464177705346,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-100-R",2024-06-19,100,0.4,0.01,0.01,1.14073729578301,0.004854,0.722781985689636,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-100-P",2024-06-19,100,0.4,0.01,0.01,1.14073729578301,0.004854,0.722781985689636,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-47.5-P",2024-06-19,100,0.4,0.00475,0.00475,0.356398228162953,0.004854,-0.0216584892578598,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-50-P",2024-06-19,100,0.4,0.005,0.005,0.429268056164351,0.004854,0.0296348051296907,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-50-R",2024-06-19,100,0.4,0.005,0.005,0.429268056164351,0.004854,0.0296348051296907,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-52.5-R",2024-06-19,100,0.4,0.00525,0.00525,0.505156102386713,0.004854,0.0784249692991228,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-52.5-P",2024-06-19,100,0.4,0.00525,0.00525,0.505156102386713,0.004854,0.0784249692991228,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-55-R",2024-06-19,100,0.4,0.0055,0.0055,0.572200905005024,0.004854,0.124944984934016,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-55-P",2024-06-19,100,0.4,0.0055,0.0055,0.572200905005024,0.004854,0.124944984934016,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-57.5-R",2024-06-19,100,0.4,0.00575,0.00575,0.630961015050773,0.004854,0.169396747504849,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-57.5-P",2024-06-19,100,0.4,0.00575,0.00575,0.630961015050773,0.004854,0.169396747504849,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-60-R",2024-06-19,100,0.4,0.006,0.006,0.683056186803482,0.004854,0.211956361923645,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-60-P",2024-06-19,100,0.4,0.006,0.006,0.683056186803482,0.004854,0.211956361923645,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-62.5-R",2024-06-19,100,0.4,0.00625,0.00625,0.729815718777452,0.004854,0.252778356443901,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-62.5-P",2024-06-19,100,0.4,0.00625,0.00625,0.729815718777452,0.004854,0.252778356443901,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-65-R",2024-06-19,100,0.4,0.0065,0.0065,0.772232995392513,0.004854,0.291999069597182,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-65-P",2024-06-19,100,0.4,0.0065,0.0065,0.772232995392513,0.004854,0.291999069597182,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-67.5-R",2024-06-19,100,0.4,0.00675,0.00675,0.811050831381038,0.004854,0.329739397580029,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-67.5-P",2024-06-19,100,0.4,0.00675,0.00675,0.811050831381038,0.004854,0.329739397580029,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-70-R",2024-06-19,100,0.4,0.007,0.007,0.846835007123901,0.004854,0.366107041750904,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-70-P",2024-06-19,100,0.4,0.007,0.007,0.846835007123901,0.004854,0.366107041750904,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-72.5-R",2024-06-19,100,0.4,0.00725,0.00725,0.880025562838783,0.004854,0.401198361562174,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-72.5-P",2024-06-19,100,0.4,0.00725,0.00725,0.880025562838783,0.004854,0.401198361562174,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-75-R",2024-06-19,100,0.4,0.0075,0.0075,0.910971510573652,0.004854,0.435099913237855,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-75-P",2024-06-19,100,0.4,0.0075,0.0075,0.910971510573652,0.004854,0.435099913237855,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-77.5-R",2024-06-19,100,0.4,0.00775,0.00775,0.939954528660077,0.004854,0.467889736060846,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-77.5-P",2024-06-19,100,0.4,0.00775,0.00775,0.939954528660077,0.004854,0.467889736060846,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-80-R",2024-06-19,100,0.4,0.008,0.008,0.967205448266994,0.004854,0.499638434375426,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-80-P",2024-06-19,100,0.4,0.008,0.008,0.967205448266994,0.004854,0.499638434375426,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-82.5-R",2024-06-19,100,0.4,0.00825,0.00825,0.992915972310433,0.004854,0.53041009304218,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-40-R",2024-06-19,100,0.4,0.004,0.004,0.392195595222687,0.004854,-0.193508746184519,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-40-P",2024-06-19,100,0.4,0.004,0.004,0.392195595222687,0.004854,-0.193508746184519,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-42.5-R",2024-06-19,100,0.4,0.00425,0.00425,0.356056062740476,0.004854,-0.132884124368084,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-42.5-P",2024-06-19,100,0.4,0.00425,0.00425,0.356056062740476,0.004854,-0.132884124368084,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-45-R",2024-06-19,100,0.4,0.0045,0.0045,0.332934459952927,0.004854,-0.0757257105281356,-1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-45-P",2024-06-19,100,0.4,0.0045,0.0045,0.332934459952927,0.004854,-0.0757257105281356,1,1,"1M"
"iTraxx Europe",-1,2028-12-20,"iTraxx-Main-S40-V1-5Y-JUN24-47.5-R",2024-06-19,100,0.4,0.00475,0.00475,0.356398228162953,0.004854,-0.0216584892578598,-1,1,"1M"
"iTraxx Europe",0,2029-06-20,"iTraxx-Main-S41-V1-5Y-JUN24-77.5-P",2024-06-19,100,0.4,0.00775,0.00775,0.90337718143518,0.005264,0.38680164934224,1,1,"1M"
